Fine Mapping Of PEDF Anti-Angiogenic Activity 2007-084,"PEDF, a novel therapeutic agent for cancer treatment.Read full descriptionPrimary Inventor: Olga VolpertTags: THERAPEUTICS: cancer, THERAPEUTICS: biomarker, ophthalmology"
Peptides: Immune tolerance 2010-136,
Small molecule antiviral therapy,
Small Molecule Down-Regulation of Cu1Zn-superoxide Dismutase Expression 2011-071,"Discovery of ALS compounds that decrease SOD1 expression with diminished toxic side effects.Read full descriptionPrimary Inventor: Thomas LukasTags: THERAPEUTICS: CNS, CNS: ALS"
Targeting Stem Cell Signaling Molecules for New Cancer Interventions 2013-139,"Novel therapeutic and diagnostic agents targeting the Nodal and Notch4 pathway in cancer stem cells.Read full descriptionPrimary Inventor: Mary HendrixTags: DIAGNOSTIC: cancer, THERAPEUTICS: cancer, THERAPEUTICS: stem cells"
Therapeutic Exosomes 2010-082,
Topical Wound Treatment 2008-066,Systemic and Topical Treatment of Wounds with Inhibitors of Glucosylceramide Synthase; Any Use of these Compounds in Topical Formulation
A Strategy for Attenuated-live Vaccines for Bacterial Infections 2008-004,"A novel method to treat urinary tract infection using attenuated-live vaccines.Read full descriptionPrimary Inventor: Anthony SchaefferTags: THERAPEUTICS: disease model, THERAPEUTICS: vaccine"
B Lactam Inhibitors I 2002-090,
Model for Urinary Bladder Regeneration Utilizing Adult Stem Cells 2010-150,"A non-human primate model for regenerating the bladder using adult stem cells.
Read full descriptionTags: THERAPEUTICS: stem cells"
Enhanced Gene Silencing by RNAi 2005-063,"Novel strategy to improve gene silencing by RNAi  for development of therapeuticsRead full descriptionPrimary Inventor: Richard CarthewTags: RESEARCH TOOL: gene, RESEARCH TOOL: method, THERAPEUTICS: RNA, THERAPEUTICS: gene therapy"
Gene Therapy for Atrial Fibrillation 2013-181,"Novel gene therapy for atrial fibrillation (AF) targeting molecular mechanisms underlying disease developmentRead full descriptionPrimary Inventor: Rishi AroraTags: biomedical, cardiology, THERAPEUTICS: gene therapy"
Herpes Virus Based Vaccine and Oncolytic Vectors 2014-106,"Non-neuroinvasive herpes viruses enable production of new vaccines and oncolytic vectorsRead full descriptionPrimary Inventor: Gregory SmithTags: biomedical, HEALTHCARE: anti-bacterial/anti-viral, THERAPEUTICS: infectious disease, THERAPEUTICS: vaccine"
Novel Class of Small Molecule Protein Kinase Inhibitors 2000-080,"A family of pyridazine compounds that modulate intracranial inflammatory responses following CNS insults such as diverse pathogenic stimuli, physical force trauma, brain hemorrhage, or complications of major surgeriesRead full descriptionPrimary Inventor: Linda Van EldikTags: THERAPEUTICS: CNS, THERAPEUTICS: small molecule"
Malaria Prophylaxis 2007-138,
Maspin Protein Mimics for Cancer Treatment 2013-018,Small portion of maspin protein has been developed into an inhibitor of angiogenesis for the purposes of cancer treatment
Nanoparticulate Arsenic-Platinum Drugs for Cancer Treatment 2009-118,"Improved lipid-based co-encapsulation technology for delivery of active arsenic and platinum compounds.Read full descriptionPrimary Inventor: Thomas O'HalloranTags: nanotechnology: nanoparticles, THERAPEUTICS: cancer"
Neurodegenerative Disease Therapy 2010-139,
Neuroprotective Therapeutics 2010-125,
Novel Therapeutics for Parkinson's Disease 2010-105,"Potent and selective antagonists of the Cav 1.3 calcium channel with neuroprotective potentialRead full descriptionPrimary Inventor: James SurmeierTags: THERAPEUTICS: CNS, CNS: Parkinson's Disease"
Arsenic Encapsulation And Triggered Release For Cancer Treatment 2005-053,"Novel ability to encapsulate arsenic compounds and target their release for therapeutic applicationsRead full descriptionPrimary Inventor: Thomas O'HalloranTags: THERAPEUTICS: cancer, THERAPEUTICS: drug delivery"
"Stem Cell Therapy for Bladder Regeneration 2009-021, 2011-069","New method for generating functional bladder tissue grafts from stem cellsRead full descriptionPrimary Inventor: Earl Cheng, Arun SharmaTags: THERAPEUTICS: stem cells"
Cell Tolerance for Preventing Allograft Rejection 2008-143,"Use of ECDI-fixed Cell Tolerance as a Method for Preventing Allograft RejectionTags: THERAPEUTICS: autoimmune, HERAPEUTICS: transplant"
MCP-1 as a Target for Diagnosis and Treatment of Chronic Prostatitis/Chronic Pelvic Pain Syndrome 2008-022,"Microbial modulation of immunity and pain resulting from urinary tract infection.Read full descriptionPrimary Inventor: Anthony SchaefferTags: PAIN: chronic, THERAPEUTICS: biomarker, THERAPEUTICS: vaccine"
Escherichia coli From Human Prostate 2010-012,"Novel bacterial strain for research of chronic pelvic pain (CPP)Read full descriptionPrimary Inventor: Anthony SchaefferTags: research tool, therapeutics"
Potent and Non-Toxic Anti-Cancer Glycosides from Sea Cucumbers 2004-014 and 2004-035,Potent and non toxic cancer therapeutic compounds that have been isolated from sea cucumbersRead full descriptionPrimary Inventor: Thomas  AdrianTags: THERAPEUTICS: cancer
Pectin-Based Medical Food for the Treatment of Short Bowel Syndrome and Ulcerative Colitis 2007-145,"A novel fiber formulation, made with natural pectin, which is tasty and practical to use as a dietary supplementRead full descriptionPrimary Inventor: Alan  BuchmanTags: THERAPEUTICS: disease model, gastroenterology"
Novel Molecular Imaging Probes using Gd(III)-Nanodiamond Conjugates 2008-051,"Development of a gadolinium(III)-nanodiamond complex that, in a series of tests, demonstrates a significant increase in relaxivity and, in turn, a significant increase in contrast enhancement in imaging.Primary Inventor: Dean HoTags: HEALTHCARE: MRI, HEALTHCARE: imaging, MEDICAL DEVICE: imaging, THERAPEUTICS: drug delivery, THERAPEUTICS: imaging"
Numonafide for Cancer Treatment 2007-105,
Major Peptide Epitopes for the Pathogenic T Helper Cells of Human SLE 1999-016,"Very low dose tolerance with nucleosomal peptides controls lupus and induces potent regulatory T-cell subsets in a mouse model with potential human applications.Read full descriptionPrimary Inventor: Syamal DattaTags: THERAPEUTICS: disease model, THERAPEUTICS: peptide, autoimmunity"
Preventing Scar Formation 2008-147,The Use of HMG-CoA Reductase Inhibitors (Statins) to Reduce Hypertrophic Scar Formation
Preventing UTI Symptoms 2008-185,
Proteosome Inhibitors for Steroid Sensitization 2010-015,Use of Proteasome Inhibitors for Sensitization of Patients to Glucocorticoids and Selective Activators of the Glucocorticoid Receptor (SEGRA)
Small Molecules CNS,
Spherical Nucleid Acids: Gene Regulation,
Tau Antibodies,
Antisense Molecules,
GLYX-13: Depression and Pain,
Isradipine: Parkinsons 2005-012,
Lead Compounds For Neurodegeneration and Neuroinflammation 2006-019,Lead Compounds For Neurodegeneration and Neuroinflammation
Metalophile Technology ID and cancer,
Controlling Dopaminergic Neuron Pacemaking 2005-034,"New method for modulating activity of dopaminergic neurons to alleviate symptoms of Parkinson's diseaseRead full descriptionPrimary Inventor: James SurmeierTags: CNS: Parkinson's Disease, THERAPEUTICS: CNS, THERAPEUTICS: drug discovery"
Small Molecules for Tourettes Syndrome,Primary Inventor: Richard  Silverman
Lyrica: Fibromyalgia,Read full description
